Actual,Predicted
1.204,2.035308697586636
1.091,1.1309081273244743
1.706,1.8397285813735778
2.574,2.8800496443556085
3.2,2.911996623649877
2.896,2.2086433844433415
3.073,2.73591557016978
3.255,2.9949530515667533
0.584,0.3805509968683225
0.485,-0.5910847565070583
2.167,1.3597694128445639
0.979,1.4071900671098305
1.586,1.457814883996889
0.69,0.9321247706879561
3.223,3.048582430350436
4.677,3.4160187846336854
1.63,1.9753486939424292
2.871,2.718639130160817
0.546,0.5792985590659327
0.904,1.1762920799672116
1.555,1.7833852941907864
1.75,1.7125393740906176
4.112,4.088092333574849
3.321,2.095475026809517
1.412,2.055089849829237
2.471,2.872825259460697
1.53,1.5672814015811127
1.55,2.0653980879373535
3.908,0.867805839676862
0.9,1.0131006100527387
1.967,2.29645044211955
0.682,0.9824983915348042
5.00001,5.096408163745451
0.921,1.7266509555205545
2.979,2.3936593069718484
5.00001,4.4977228142113646
3.323,2.8180309013560603
1.711,2.505267323729896
1.521,2.413946631934188
2.32,2.0668007516266513
1.271,0.4939039525341684
0.875,0.635274929638932
2.034,2.393008041280339
2.286,2.022661407287764
1.167,1.8183910082868096
4.167,5.766562333617131
2.276,3.000337979757866
2.679,3.002910184312853
0.972,1.7264799896647318
1.375,1.7336555585349203
1.988,1.851770955385561
0.686,0.7860424604994947
3.525,2.4516151162623885
1.038,1.6837798154077817
1.078,0.3535817173632765
1.317,1.4996478076666406
2.713,2.7929334150750478
0.973,1.8293403269643704
0.95,1.6894033439983787
0.675,1.233157093787817
3.261,2.6047084110877137
0.656,0.5389765757427725
2.256,2.396347412532421
2.638,2.3990775376746285
3.483,2.7018121558658095
3.25,2.20492431743493
1.088,1.4431439068201257
4.0,2.9291369499012347
1.384,0.7371076675828974
0.61,1.1018613661764292
4.531,3.9351928831697265
5.00001,4.5145762465393275
1.202,1.9858353567171108
3.292,2.7363638652184363
1.963,2.1490374651350166
1.5,1.4334008770178244
1.52,1.9170516285807082
1.699,1.7095714661660466
1.375,1.1981309961115727
2.83,2.463761346151969
4.045,2.8292497243038
1.935,2.483434675260362
2.051,2.663364477828587
1.456,1.555950274393119
2.25,1.0501745190083298
2.159,2.3268576985975074
1.585,1.982801538871115
1.247,1.931181560301944
0.654,0.4570987837714995
2.802,2.6689816234870776
1.805,1.7012303081441473
1.054,1.6082926980163634
1.0,1.1753571317272673
1.663,1.591054670027475
1.58,3.170831081109938
2.438,2.486681891461359
3.629,3.7221839950255244
2.019,2.5096347335243436
0.526,-0.6881221826726289
5.00001,2.873333628843959
1.12,1.6876500782025659
2.25,2.1817830925784563
4.399,3.385570483140846
0.883,1.226971190392085
5.00001,7.01641034770855
2.768,2.18636903270626
1.792,1.9869838642410542
1.997,2.0612541849127837
1.32,1.1445710657181039
0.613,1.4277984141061921
1.719,2.5189183688062187
1.238,1.15415257702508
1.353,1.124874278288459
1.371,2.112995633313652
1.293,1.914679583202762
2.279,2.3541745655385
0.944,1.176890029266481
1.035,1.9492425219493654
3.208,2.1296704734527694
1.25,3.7454535700306124
3.324,3.253019909587458
1.591,1.931543178788381
2.369,3.3035224929778195
4.616,4.097177916950109
1.569,1.9573036386394023
1.482,1.6955332243690933
1.665,1.8902435850209756
1.969,1.515871177943147
1.678,1.9225659238075963
1.267,0.9642895859737308
5.00001,2.3444598401408356
0.579,0.488753096733916
2.38,2.8352336420783644
1.42,2.2778662995592924
0.869,0.668657520829008
0.56,0.7134624036641668
5.00001,3.6993011058084306
1.124,1.768115190024453
0.636,1.4210875165216024
4.313,3.9085432985612414
2.659,1.7230026056467054
0.58,1.14325449983739
1.941,3.154155211930778
1.428,1.961894571215666
1.787,1.7015992010390306
1.875,1.2890928132567296
2.25,2.392649664937558
3.13,2.706846619675602
5.00001,6.523495899921016
1.536,2.0489173954024196
0.623,1.034999424221148
1.945,1.4799773278494328
1.639,2.0639634624273526
3.988,3.5222289604601045
2.041,2.8012945836559098
1.993,2.8367546419723055
1.767,1.622759332970432
5.00001,4.420789237090418
2.489,2.51776289708328
1.5,1.8319608901036872
2.317,2.036808036591509
0.58,0.7491485846344688
1.26,1.1661550783965993
1.633,1.867274928272444
1.134,1.3737157307467882
3.0,2.638989517246671
3.109,3.0197954333339894
2.188,2.1600924565978374
0.704,1.156601410406303
2.377,2.9875977547430566
1.188,1.3250304798634502
0.731,0.43349353928051215
0.75,0.930329064451044
4.507,3.9748881957243825
2.402,2.621861884635294
0.658,0.6921939142901294
0.647,0.25947044522529694
1.751,2.4722841706475833
2.237,2.121594002945791
0.963,1.3569602709176039
4.051,3.248030966691033
3.768,3.093157992624974
5.00001,5.432126733327536
3.5,2.2394115161090653
1.625,1.4167793318306607
1.773,2.0105153458164793
0.984,1.2987466710063273
1.388,0.43620801710292767
1.75,2.530565002073537
2.609,2.2050962633524804
1.047,0.33143258169118184
1.595,2.3208118744295803
2.959,2.819313367055422
1.375,2.2017927242889996
5.00001,3.8089515017736275
2.27,2.5683177140745457
2.639,2.016727647737767
1.604,1.6555843543140725
1.42,1.9459029710374693
1.625,2.2667592387815674
2.304,2.1767784386598663
5.00001,3.863440752072755
2.177,2.6685876886124547
1.83,2.28996297685449
2.458,2.1311427675203234
1.292,1.3653952536187504
0.604,0.5102912369374479
0.675,1.1438256547431038
2.952,2.730460295264166
1.926,2.6535769177100335
1.506,2.14162555300625
1.257,1.8765237875748184
0.634,0.8975523659648204
1.513,1.4001933216487288
2.456,3.045128226510897
5.00001,5.226939569568515
1.655,2.4633926811673845
1.135,1.4219549136732539
3.222,2.2712332755228672
3.625,2.2731188215367197
0.696,0.8974290749621474
1.561,1.9326040512530582
0.875,1.5841368074240378
1.931,2.0361130480573593
2.18,2.280489691586702
1.018,1.6487842128200185
1.291,1.4532186449958502
1.563,1.4838252917468466
1.832,2.325208203317949
1.481,1.813548863552839
5.00001,6.913557001141307
2.221,2.895970854787066
1.676,2.2447409927793416
1.845,1.6815884446853318
3.7,2.53355718077362
2.394,2.4617780410875625
1.667,2.155014620500168
2.333,1.546872216203127
2.4,2.1293901460269
0.913,0.419262115363928
4.835,3.964712284200232
1.505,2.254673549961346
0.995,1.0136398380911231
2.402,1.8416691008718473
0.955,1.9044027472603986
5.00001,4.895849343793252
2.516,2.3321770961647985
1.208,1.0365803436210612
1.357,1.4851791293975722
2.254,2.755017976761664
5.00001,2.3306767097626278
0.851,0.17059786064641713
5.00001,2.838834545164495
1.648,1.9851218078812067
1.116,0.9940685326250716
1.61,1.3918581504502185
2.137,2.3156013673913165
1.165,1.008565645060031
3.5,5.277552315280893
1.599,2.4972522275633082
4.383,1.980888702575669
1.711,2.4345031465775264
2.711,2.243638005201028
5.00001,1.9108669679259407
0.68,1.4020604760395443
1.917,1.84241888004577
2.559,2.786579607503164
1.125,1.6878748601451932
1.822,1.8864846515976126
3.476,2.848559487760973
3.32,2.941048892409654
1.109,1.1848601644564454
2.119,2.079591586604465
2.625,2.4150186401510467
2.379,2.3828068233132456
0.9,1.8563442356783781
4.272,2.6931749323544025
3.705,2.9661606868217163
1.163,0.7692658689666203
1.708,1.6863272519726422
2.855,3.2872556820401186
1.115,1.6455467558705905
0.832,1.5725398612065646
2.482,2.6474961877658814
3.955,2.8634417581792633
2.183,1.8710768869363292
5.00001,3.8942619667269582
0.889,0.7514515063068075
1.81,1.9980623452473623
2.809,3.20789722563552
3.453,1.982903863316949
1.81,2.365280274893955
1.922,2.6581166764379986
0.781,0.1187957746024324
0.75,0.8564740449852764
4.333,3.812334034874759
1.601,2.015719397153603
1.092,1.0634753475970768
0.962,1.3988257866691924
1.914,1.4684032929933721
3.6,0.9491284335341348
1.856,2.5240831055963753
1.188,0.8013933865457616
1.227,1.4056018117977018
2.063,2.0634259149160386
1.956,1.8443661330820262
0.756,1.7020388534416426
1.043,0.9729274156608199
3.859,2.363458458617707
1.139,1.7844521829653317
0.794,1.5867546380650452
0.813,0.8880393292106916
1.292,1.9487904539946683
0.735,0.9159443075558897
1.759,2.3172418915340174
1.424,2.048905316504829
2.341,1.9255907463039819
2.867,2.4295106199271785
0.925,1.4679946569774813
1.701,1.9639336793252298
1.618,2.2355624080078016
2.253,2.6442809201635953
1.706,1.765799425913471
3.194,2.0768942190124022
0.958,1.5385758976710235
0.734,0.9259081486902332
0.936,0.7394743429529953
0.517,0.7328992229186682
3.587,2.25113112730763
0.647,0.7480358978533346
3.442,2.8810192348839436
3.14,3.0073414418579247
1.857,1.9793402956314736
2.793,2.5642898029157024
1.194,2.2113174843018655
2.804,3.024962971039791
1.871,2.1413465022856215
0.838,0.8034699774977128
3.093,2.1275671612150404
2.292,2.8670732303523394
2.45,2.1543100377533833
2.276,3.0324012352961702
5.00001,2.852087325373134
3.208,2.4670524685055994
1.473,1.2556804358745595
1.623,2.4123347705713343
2.659,3.0456590697423067
5.00001,3.756642591369122
1.891,2.225758321453803
3.164,3.2047098738368973
1.819,1.7497183341711349
2.615,2.0465211908726033
0.69,0.7150780470897047
1.813,2.06425204174991
2.93,2.7395870047959576
1.111,1.7245674114059142
2.183,2.723828504464663
1.472,1.6446283279475793
2.438,1.8341906809596082
2.23,2.1402932110545905
1.375,1.6052281274562006
0.606,0.25305336846253823
2.75,0.04997083469648089
3.5,2.0369817881478554
1.712,1.697089307992151
0.835,2.0114710469067987
2.25,2.2763833459078384
1.656,1.9651428420941386
1.52,2.1255678863165315
1.92,2.0813226117205375
2.542,2.912603233222221
1.5,1.0489623689099332
2.125,2.330159546968794
0.804,0.20271659405128162
2.065,2.964467247226885
3.311,3.3791852085947625
2.014,2.937330303589789
1.884,1.7441435332362332
1.954,2.3117916227907287
4.425,4.047299882408616
1.527,2.8998321977232493
5.00001,5.22890104589856
2.398,2.767295536415034
1.594,1.3024016704720438
0.918,0.9936816675083691
2.409,2.7347230939873555
1.364,1.6902704197801839
1.036,1.4912253061714225
1.325,1.6189176764672482
2.929,2.4341602269415574
0.628,1.270944135215096
1.121,1.9546695666566194
0.891,1.5727209046979809
1.207,0.9926616519204501
4.714,2.6038038029615933
3.147,2.68269403016248
2.264,2.4584372576288303
4.097,2.431968777139943
1.49,1.3695953098659857
1.717,2.91691541970377
2.355,3.0540354559960434
3.228,2.6464890481860763
2.445,2.8795685682129246
1.622,1.5455367243707485
3.409,3.20956406212418
0.574,1.0318174754384941
1.989,2.0448610820861575
1.097,2.0610831567857915
1.375,1.3850248099109095
0.857,1.1612295489729405
0.983,0.8010129101195744
1.782,2.1134406499858045
1.375,1.5019279458191548
2.75,2.6050939897877896
3.815,3.192560614428494
5.00001,4.047534319769959
5.00001,4.796042433861139
1.792,0.7067408873617254
2.045,2.434414405925324
3.941,3.3685902137079964
1.844,1.9638422857805224
1.74,1.8977118480512942
0.807,1.2644365036047702
1.896,2.3370584373105032
0.6,1.1853351645342443
1.266,1.7326782961878067
2.625,2.0776361910320205
1.392,1.9864504922208468
0.513,0.53181147918081
2.292,2.9714869341617387
1.011,1.7740592540086766
0.977,1.3000255750750043
1.583,1.4400417530191376
3.491,3.555144341400144
0.855,1.4220055669490463
2.141,2.7436270428425686
2.271,2.5558432563227456
1.557,1.5374929011922092
0.668,0.9763269322854526
2.073,2.6316276528628393
2.228,1.8944763200446673
3.545,2.2680703814055576
3.405,2.310682803328035
0.529,0.8769484527074951
1.406,2.133713048835581
1.508,1.5644609871743214
0.561,-1.0137928122566748
2.596,2.8095959494481946
3.189,2.5131327506639565
1.484,2.5371493946318964
2.899,2.3209018778479162
1.618,2.5047221482896376
2.55,1.8270432540401558
0.875,1.2649589164687498
2.45,2.797531410441991
3.05,2.074223971236904
2.15,2.193636048688276
2.49,2.2712167163968573
5.00001,6.8386054420859
3.2,1.9984666437098184
1.74,2.450970591231062
2.925,2.8486208273127076
5.00001,4.0439009000126305
2.899,3.0281174737581793
4.384,3.074640834981949
1.82,2.256727003831223
1.705,0.7767446904580595
0.692,1.1700844867861875
0.956,1.4984917239287512
2.728,3.138051159008313
0.813,2.139321603202191
2.724,2.6532659804316765
1.526,2.175233736289101
0.559,1.2270630013808344
2.135,2.4172749414781123
3.313,1.5025888078380234
2.018,2.3390391292006427
0.571,1.247671186046766
3.318,2.544896143795185
3.659,2.3124605006458125
1.275,1.3155556959267045
1.118,1.0742751912534487
3.537,2.8098799747592267
2.293,2.4785020418265304
0.875,1.1735012546545036
2.375,1.7138094838284772
1.133,0.5163306948262019
1.125,1.0099563499071778
1.385,1.0729006151923954
3.074,2.1351436840605587
1.009,1.7620648105866792
0.978,1.0808336279028339
1.767,1.958147675705895
2.18,2.1803868788556358
2.906,2.2146968964073253
1.577,2.2166238338997886
3.48,3.317166315267542
0.672,1.288217952055028
2.604,1.9886905106419235
1.236,1.22424871841541
0.675,0.752196201342187
1.307,1.3293533030863003
0.66,0.5097090050919277
1.666,2.47604243404043
2.256,2.1130762915102395
2.571,1.974932189280942
5.00001,5.346940194962684
1.139,1.868437565902596
0.91,1.6007131353345727
2.174,1.9070853664500262
0.96,1.003092499820319
1.292,0.7925765481422502
3.502,3.229437333771507
4.421,4.965818788044352
2.229,1.5169195206340973
0.813,1.0483254154331618
1.606,1.8761440452057698
5.00001,3.2159841798600723
3.412,3.242950047509588
2.879,3.118569547449958
3.447,3.5023160465008303
1.8,2.435791786364831
1.678,2.362358643453341
0.55,0.9246761920117095
0.508,1.0695591982920476
1.426,2.1225290008692426
2.358,2.34964062730414
1.127,1.917860608464352
2.102,2.4505506632944076
2.107,1.7698752069396733
0.654,0.8884606740196261
1.625,1.8314146894598835
1.503,1.4667741521165567
5.00001,2.7671791637636076
1.014,1.985814036077528
2.218,2.1793431333459807
2.603,2.4333440550907923
1.788,1.64276627410878
1.704,1.7687835527409135
3.194,3.288396872285574
1.906,2.5365107526707646
1.841,1.7966777961546612
1.911,1.9576096168765034
1.496,2.689873253512836
5.00001,3.0870527751222596
1.834,2.1726849353951536
4.441,3.5803082124348293
2.427,2.386463759148235
0.762,1.1686399355102566
1.329,2.2506705686998245
4.098,2.1919566406759614
1.125,1.0215543086819565
3.766,3.145257083515176
0.505,1.3522896744695174
5.00001,3.2871438326419735
2.095,2.305628463464366
0.778,0.31992695413403993
2.997,2.9587778633473363
3.75,2.4407890824194
1.565,1.6339171010545641
2.4,2.4147544044468816
0.772,0.5758789235969601
0.985,1.1899225689529942
5.00001,2.4452097830799957
1.104,2.0544717851913035
0.864,1.7802845285968374
2.304,1.8485378127616627
1.639,1.9819570671468227
5.00001,3.9936124718172934
0.495,0.18884811483798813
1.074,1.8713380686521575
3.625,2.3453757596783475
1.45,1.7787794717329888
2.185,2.2974253328128995
1.301,1.8600506397378496
1.46,2.0613459436768764
1.525,0.9662444454921584
4.572,3.5970317488882273
1.652,2.197939173017083
3.947,2.031952619596815
1.444,2.050277326018737
1.366,1.3231197970088644
2.164,2.7111484041070426
1.39,1.4184435690879837
1.038,0.714246198417456
4.885,3.2215321812904847
2.271,2.153290306937201
2.38,1.907136184211737
2.156,3.084939938409782
2.923,3.2889239255458946
1.459,1.9312915234186647
1.873,1.472748073227308
1.854,1.0685032841011761
2.8,1.6539857855906348
1.411,1.8663523052109028
1.909,1.9837656891843167
2.625,1.9769413461678695
4.42,3.0043084022943276
2.748,3.097790477088445
0.855,1.022231818950388
2.318,2.8892689825457865
3.02,2.9935542858105464
2.358,2.947408749357649
0.722,0.9673967833761665
1.824,2.18702637673605
5.00001,3.26349264124687
0.787,0.6411546945437152
1.813,1.5542559192855094
1.98,2.2147600932259905
1.996,2.085953985035367
0.633,0.9957721374110307
0.94,1.21802271451147
1.868,2.3303484580923026
1.17,2.0611999914340515
1.178,1.7647672208110379
1.21,1.6111320720692675
2.309,2.4105992140141836
4.273,2.6802540122847134
1.281,1.3776300597076059
3.847,2.0964399687143853
2.904,2.7111998049511357
0.913,1.0973628156577746
0.619,0.881158260471004
2.322,2.5185464373390403
1.296,1.187397289451205
1.275,1.2333145901602833
1.505,2.094937865743077
1.875,1.6403011043279392
4.379,4.329282901122461
1.265,2.115837101080402
4.534,4.105994925623669
2.294,2.5412129853792607
3.649,2.818325433846802
1.919,1.977288250103797
0.875,0.9355809570815197
0.3,1.8034139719444795
3.357,2.6452513819110166
2.421,2.028435774477188
1.737,2.3058537271802635
0.541,0.5034431158228827
2.078,2.519386534307266
1.125,0.42044542426779685
1.667,2.1026537550169166
2.718,2.8405383618385542
1.411,2.348882624460188
3.75,1.3271783346426034
1.616,1.5940607686263135
1.594,2.2704342568997404
0.863,1.3493536667338404
2.563,2.8678124851044657
2.132,1.832341203601267
2.541,2.18015676570176
1.326,1.862984387300898
1.693,1.143003833858458
3.477,2.705408394109085
1.597,1.9213670101362084
0.909,1.8533553837339198
2.905,2.397456697221621
1.899,2.1116159843560425
4.956,4.001265684054154
3.333,3.5042376804615074
1.838,2.0474386239885902
1.89,1.7362530651669843
1.575,1.0799116172504455
0.666,1.1603541016402872
1.324,1.7631099873334435
1.56,1.9451994535079606
3.481,2.170852705623652
2.264,2.8884077427760673
0.742,0.3032225280480674
1.583,1.6393413926673759
5.00001,4.833320914356705
1.655,1.8080960747330366
3.295,2.3092548802533557
1.396,1.9325573146162682
1.529,2.0511707654370426
3.673,2.658026610636739
0.7,0.7413253230094696
0.974,1.849008986765547
0.659,0.9668117000299503
0.493,0.8591299598081363
1.541,1.86088719555093
2.728,1.9490449258544942
2.471,2.7749831361492525
2.688,1.5729859776957298
2.476,2.0405741063066003
4.168,3.3110018321488397
1.216,1.3865772052002114
1.717,2.114719264052688
1.738,2.1642855325181074
2.356,2.5567935991073227
2.601,2.357042109329157
2.0,1.8649656974595032
2.966,2.636295858946987
3.746,2.156594139054583
1.778,2.5987176767881977
2.695,2.5372105378095213
0.62,1.2931244139028166
1.976,2.051901689093512
0.527,1.1914230767011134
1.914,2.3611214883988225
3.177,2.8381548781397825
3.294,2.3364188986431103
3.307,3.165048097674031
1.874,2.599376849511671
2.865,2.118415255594172
5.00001,1.319954309625345
1.339,2.090547725602967
1.998,2.5595017839755343
0.45,-0.15023192339565838
3.546,3.4614367884282373
2.638,2.7318187027932765
2.784,1.9649505558115195
1.604,1.7097304414323915
2.413,2.76634647583748
2.083,1.9295231106318766
2.636,2.873150597335382
1.45,2.0834679137172216
1.325,2.0453446945680085
1.838,1.8140287413070695
0.811,1.229601874474973
1.765,1.9442329153290956
2.555,2.0185289843092846
1.661,2.172585965307235
1.02,1.6020373670856145
0.861,1.494102318973404
1.006,0.5319283747468333
5.0,2.467374171578385
2.099,3.0001482221409788
0.525,1.0320231863121805
2.629,1.9893130057552781
1.588,1.9545887976182286
2.095,1.5349714831191648
3.5,1.628478322998717
2.171,2.6333197136284454
1.414,1.3023746325536365
0.934,0.8656509676454434
1.982,1.7506463667288514
1.872,1.7398748254222696
1.853,1.8185301065066994
5.00001,6.6597654192731
2.813,3.0618534916507585
1.036,1.79158524283946
2.879,3.0119285301479195
2.083,1.7613408789124847
1.75,2.9505786913845498
1.327,1.823896497215955
1.72,1.6015185321613146
5.00001,4.740622478993892
0.64,0.5165828466139217
2.279,2.1770647586595047
0.631,0.9522777048186626
0.841,1.5230465485176055
3.392,2.819936234722178
1.563,1.248562141102859
3.836,2.6571135293213928
1.371,1.8189304886259592
0.568,1.1535953432375479
0.7,1.3453377023463915
0.963,1.0404065955849262
0.926,1.6845167804837686
3.591,3.101034814155078
1.587,2.2281084544215233
5.00001,2.9840018943675872
1.146,2.23362997709539
4.102,3.355487816981295
2.819,1.8612048990531278
1.017,0.619922313043709
1.693,2.0725902865303283
2.078,1.9967589543290387
3.272,2.5186927371086796
2.779,2.43924087252023
1.114,1.0815059154968054
0.806,1.6427325299052242
2.075,2.6131954777389836
2.753,2.528469941725966
4.21,3.0844007686019026
1.288,1.2967196127000875
3.139,2.546879261529753
0.676,1.610695792659591
0.644,1.1766615037002097
1.539,1.8172846850189117
1.307,0.9417809819385496
2.385,1.9605730051707795
3.796,3.3560166811621315
1.465,1.6746015439813249
1.503,2.2474099572233754
0.803,1.5365737537484065
2.933,0.6455219763191664
2.88,2.7022568414822246
1.441,2.2362415362336847
1.27,1.5189027130973116
1.521,2.105696583774346
1.568,0.8034408023478434
1.049,0.9720232125824992
5.00001,5.430904650317203
1.344,2.097997780850463
5.00001,5.737346451557308
2.728,3.0029311321837326
1.516,0.8536016150471042
3.626,2.2947693492952936
1.692,2.2305357569682442
1.404,1.9847219522764803
0.437,0.9023390877473503
1.36,2.5637675911181574
2.644,2.692171368968239
1.522,2.1333175928266144
1.375,1.6566679342554238
2.147,1.4521149422810709
1.709,2.25943691015668
2.362,2.2999199709171307
2.978,2.4736974806604906
0.885,0.9551479670350247
1.276,1.646220898478937
0.802,0.9960810671481184
3.06,2.5041517141322984
4.364,2.051414969598362
2.389,2.420287711981871
2.317,3.14727340777511
1.229,1.6662110359116724
2.182,2.476940611476806
3.97,4.909029640578588
2.603,1.6472597114034002
4.357,3.1804910959940855
1.64,2.3941534690719664
4.405,3.0233527293253317
0.854,1.1375700265569932
1.019,0.9682529544450986
1.594,2.1298164018310004
1.903,2.606780925136789
1.0,1.3819308296896509
1.396,1.5307999254853328
5.00001,4.87031168687782
1.545,2.703422047955492
1.705,2.0999113607324844
1.106,1.3910297381406806
1.912,2.6016197025467136
2.872,3.4590441337960414
1.501,1.9874345491374825
2.383,2.3000106593617105
1.542,0.9523389148009116
2.805,2.4166837618366728
1.619,2.5757405365181114
2.656,2.7689484636049926
1.227,2.3718121743884453
2.312,2.726731660763626
3.191,2.56787241054635
2.313,2.2885020186589244
5.00001,4.582956406334709
1.212,1.2581037570467473
2.225,2.31113157982157
4.5,3.109237248453141
1.021,1.4167234062752456
2.012,2.281943917319488
1.042,0.8722236195376851
5.00001,5.433507298637267
1.32,1.9216989627714725
2.211,2.515286738724285
1.516,1.9516044080028507
1.469,1.5473979881303777
1.512,2.1258707076912273
1.651,2.248259199276781
2.136,2.674414498363369
2.135,2.0072198795168177
5.00001,3.4187564859365764
4.38,3.435930660214659
1.838,2.4375559910522284
3.5,2.6118678118601153
1.593,1.0104687195683297
1.291,1.6750457261150515
0.766,1.1095768785238391
2.25,1.9526066857170363
2.308,1.7035967787414066
4.318,3.8349014317427432
1.91,3.0105043534655493
0.847,1.2627976073522333
1.525,1.257761480439207
0.676,0.5680820224031677
1.982,2.0808383436757723
3.063,2.041835368555944
1.221,2.0610446460799636
2.761,2.125468779964109
1.03,0.9915590916844081
4.091,3.0186955546186596
1.352,1.8345794998226452
1.216,1.1174503050559892
1.828,1.72432972424496
2.28,1.792000444685634
1.1,1.1010237573496156
1.112,0.8239987381149234
0.847,1.2039980989159105
4.473,3.8802400862703976
0.883,0.7968769942910754
0.871,1.3800001627275904
1.875,2.203347911463169
1.469,1.7319146199780775
1.031,1.2950656130928166
3.437,3.669489192169067
0.982,2.177835429000247
2.625,1.832362723828311
0.774,0.41931177495941085
1.351,2.1561637302351713
1.347,1.1198336196262986
2.313,1.6309430925939097
1.586,1.6670903723139148
1.016,0.908530601205058
1.22,1.7566191881194797
3.8,3.4603520053325383
1.894,1.7409038845223535
4.4,3.3149253879198284
0.7,1.305015294486914
0.7,1.198645536936077
3.335,2.700925583517119
1.018,1.4919082568703317
5.00001,6.925866970689611
3.605,2.816555669648082
1.695,1.710188373195173
2.056,1.6391940666811138
1.663,1.8732287912742223
0.325,0.8050781775831908
3.627,3.1492645918799056
1.745,1.636244026180222
1.976,1.964327448990808
1.83,2.3810116161132555
1.583,1.5695503341321029
1.002,1.8398533042536158
0.875,0.9385643903427408
4.611,2.181510346029988
1.902,2.8839942973711743
2.323,1.851652797350539
2.216,2.738170123750983
